receipt_number,transaction_type,client_name,vendor_name,vendor_email,amount,date,is_exception,is_paper
R970475,Card,Charlene Anderson,"Ruiz, Scott and Jones",barrettjonathan@stephens.biz,125.63,24-01-2024,True,False
R557663,Card,Micheal Larson,"Guerrero, Jenkins and Guerra",mhale@martin-rodriguez.org,11.59,15-01-2024,False,False
R766018,Card,Michael Griffin,Mclaughlin PLC,shawn31@montoya.info,240.79,23-05-2024,False,False
R57179,Card,Nicholas Le,Harris-Cruz,amanda62@briggs.com,204.53,04-07-2024,False,True
R842330,Card,Michelle Bernard,King-Lee,trobertson@lee.org,433.52,14-06-2024,False,True
R644296,Card,Brandon Pope,Ray LLC,bryanjames@morgan-knight.com,258.85,30-05-2024,False,False
R574509,Card,Phillip Jackson,"Harrington, Walker and Curry",karen39@lane.biz,914.38,16-05-2024,False,False
R381806,Card,Brent Deleon,"Nguyen, Maldonado and White",pricelinda@garrett.biz,418.78,30-09-2024,False,True
R605058,Card,Natalie Mack,"Bass, Lee and Hoffman",smithjuan@johnson-murray.net,237.84,20-05-2024,False,False
R229598,Card,Jeremy Hudson,Lee-Johnson,connercheryl@chapman.org,161.34,02-02-2024,False,False
R917774,Card,Shannon Edwards,"Trujillo, Bird and Smith",calvarez@sims.info,426.08,05-07-2024,False,False
R911413,Card,Dana Woods,Garcia and Sons,adickson@paul.info,754.07,29-01-2024,False,False
R238067,Card,Breanna Nelson,Craig PLC,kenneth60@roberts.com,830.43,08-05-2024,False,False
R433637,Card,Lisa Wilson,Dillon Ltd,chris95@hall.org,427.9,20-04-2024,False,False
R704580,Card,Lori Bass,Mccoy PLC,elittle@campbell.com,277.73,10-01-2024,False,False
R252892,Card,Mary Jones,Carter PLC,collinsjacqueline@young.com,415.13,25-01-2024,False,True
R134352,Card,Richard Morales,"Morris, Nielsen and Johnson",carterallison@larsen-berg.info,222.95,18-05-2024,False,False
R967684,Card,Jonathan Oneal,Wilson PLC,llopez@elliott.com,323.21,30-01-2024,False,True
R846915,Card,Larry Doyle,Williams-Carter,sheltonmegan@hebert.com,967.34,14-01-2024,False,False
R396691,Card,Tammy Taylor,Rodriguez Group,christiankrystal@johnson.org,250.64,30-07-2024,False,False
R359213,Card,Dylan Thompson,Aguilar Inc,sluna@armstrong.com,164.51,12-05-2024,False,False
R513373,Card,Matthew Rodriguez,"Brown, Brandt and Gillespie",jameswhite@lewis.biz,217.28,12-05-2024,False,False
R420527,Card,Thomas Roberson,"Miller, Johnson and Mcintyre",vwilson@hart-jones.info,638.12,31-05-2024,False,True
R740195,Card,Marilyn Hicks,Brown and Sons,kanderson@williamson-heath.net,794.72,12-01-2024,False,True
R247439,Card,Robert Dickson,Martinez and Sons,nelsonmark@baker-hawkins.org,344.55,29-01-2024,True,False
R167149,Card,Jessica Hunter,"Bowen, Henderson and Jordan",fevans@esparza.info,440.7,23-05-2024,False,False
R591632,Card,Javier Harris,"Garcia, Wallace and Barnett",benjamin58@calderon-fisher.biz,935.04,28-09-2024,False,True
R462852,Card,Christopher Phillips,Anderson Ltd,carol28@crawford-davis.info,943.55,04-04-2024,False,False
R564318,Card,Kelly House,Williams-Brown,youngdiana@nguyen.net,178.36,24-08-2024,True,False
R939309,Card,Margaret Owens,"Black, Burke and Hernandez",pprice@murphy-anthony.info,309.06,21-01-2024,False,False
R490456,Card,Melissa Smith,Reyes-Ryan,avasquez@elliott.com,905.72,23-04-2024,False,True
R512084,Card,Mary Cruz,Wells-Hudson,kyle23@dunn.biz,542.25,16-08-2024,True,True
R348905,Card,Mrs. Christine Herrera,Garcia and Sons,rodriguezlinda@west-clayton.com,886.6,10-01-2024,False,False
R585247,Card,Alyssa Mitchell,"White, Smith and Ward",tylerschmidt@collins.com,746.07,01-01-2024,False,False
R998096,Card,Jennifer Howard,Ford-Hartman,alexis89@gonzalez.com,684.53,23-05-2024,False,False
R980984,Card,Ashley Lee,Little-Robinson,jasminebuck@oneal.org,53.58,06-08-2024,False,False
R207858,Card,Brian Johnson,Young Group,russellkevin@doyle.com,816.84,27-08-2024,False,False
R940416,Card,Mary Meza,Long and Sons,lsingleton@clayton.org,568.52,04-02-2024,False,True
R473868,Card,David Tucker,Jacobson LLC,cbrown@dunn.info,835.15,29-01-2024,False,False
R499405,Card,Joshua Jackson,"Todd, King and Villarreal",padillajames@lynch.org,798.8,10-03-2024,False,False
R698970,Card,Matthew Townsend,Howard LLC,cperez@flores-wright.org,294.24,01-04-2024,False,False
R827914,Card,Carmen Wells,Gibson-Nguyen,petersjeffery@hudson.com,169.98,13-02-2024,False,True
R385375,Card,Jim Jimenez,"Hernandez, Simpson and Moore",tross@morales.com,343.61,22-03-2024,False,False
R542515,Card,Ann Reese,Lopez Ltd,velasquezlauren@williams-wilson.com,485.01,09-09-2024,False,False
R121775,Card,Tammy Rivera,"Perry, Young and Wagner",christian24@mcdonald-robbins.com,724.36,18-02-2024,False,False
R110569,Card,Fernando Reed,Price Ltd,gonzaleztyler@perez.com,116.6,11-08-2024,False,False
R157591,Card,Sonya Mason,Jacobs-Larson,roconnell@pham.com,667.23,23-02-2024,False,False
R734875,Card,Kristin Jones,Copeland Ltd,lynchgarrett@sanchez-lewis.org,603.46,15-07-2024,False,False
R172743,Card,Abigail Kelley,"Arnold, Juarez and Henson",kalvarez@ortiz.info,380.23,17-05-2024,False,False
R24490,Card,Samuel Kerr,"Ochoa, Taylor and Patton",brockcameron@gonzales.com,554.85,26-07-2024,False,False
R196609,Card,Kyle Richards,"Collins, Harvey and Vaughn",kbrown@fisher-lopez.net,525.48,05-01-2024,False,False
R189980,Card,Ray Daugherty,"Ortiz, Little and Bowen",charles17@todd.net,42.48,07-06-2024,False,False
R392076,Card,Doris Olson,Nguyen-Davis,browndonald@martin.com,835.1,01-05-2024,False,True
R683794,Card,Dale Brooks,"Ponce, Taylor and Johnson",myersdebra@long.net,451.17,11-08-2024,False,False
R265560,Card,Brenda Nelson,"Martin, Ray and Johns",amanda60@miller.net,986.11,21-03-2024,False,False
R978853,Card,Joel Brock,Jones Inc,davidstanley@lewis.com,117.78,21-01-2024,False,False
R124884,Card,Tiffany Daniels DVM,Ruiz-Hunter,monica68@lopez.com,315.53,16-08-2024,False,False
R520741,Card,Julie Day,"Barrera, Perez and Ellis",williamjackson@decker-zuniga.com,73.81,05-06-2024,False,False
R783810,Card,Rachel Knox,Jordan-Hughes,william65@roberts-hall.com,893.6,25-04-2024,False,True
R419331,Card,Ashley Richardson,Page Ltd,zcarpenter@thompson.info,738.2,08-04-2024,True,False
R706041,Card,Amanda Robertson,"Moran, Burns and Bradshaw",kevinbarnes@baldwin-holt.com,795.93,09-06-2024,False,False
R770334,Card,Victoria Fuller,Baker-Jackson,douglasruiz@white-huffman.com,953.22,29-05-2024,False,False
R410857,Card,Greg Hudson,Espinoza Group,sanchezsarah@lopez.com,248.0,05-01-2024,False,False
R878755,Card,Sierra Beck,Huynh PLC,kho@roman.com,702.8,02-08-2024,False,False
R932889,Card,Michael Cisneros,"Barnes, Martin and Mckenzie",kathy82@cruz.biz,875.79,26-09-2024,False,True
R952478,Card,Brian Hall,Herman LLC,andreabraun@lambert.org,691.77,16-03-2024,False,False
R594956,Card,Michael Castillo,"Wagner, Robinson and Martin",gregory73@watson.com,91.32,16-07-2024,False,False
R623,Card,Jose Walsh,"Joseph, Moore and Nunez",hsmith@liu.com,950.85,24-09-2024,False,False
R593682,Card,Christine Sparks,Clark-Braun,dillonanderson@hanna.com,365.31,28-03-2024,False,True
R810817,Card,Joseph Lambert,Harris-Sanchez,arthurmorton@clark.info,970.15,08-08-2024,True,False
R521889,Card,Jennifer Welch,"Davis, Flynn and Wong",sarah30@norton.com,964.11,29-06-2024,False,False
R313743,Card,Barbara Morse,"Smith, Jones and Lynch",romanjoel@thompson.com,221.58,23-03-2024,False,False
R427868,Card,Brittany Pitts,Hart LLC,rclark@espinoza.com,396.21,06-05-2024,False,False
R99527,Card,Steven Wiggins,Olson Inc,frenchmichelle@howard.biz,505.41,29-03-2024,False,False
R159258,Card,Mark Beard,Anderson-Murphy,evanscheryl@chambers.com,660.87,13-05-2024,False,False
R80217,Card,Mary Chapman,Perez-Williams,powelljoanne@lynn.com,326.65,11-09-2024,True,False
R976347,Card,Morgan Adams,West LLC,lwallace@hicks.com,978.66,06-08-2024,False,False
R279885,Card,Erica Warren,Moss LLC,thomas81@foster-suarez.com,727.56,29-06-2024,False,True
R355356,Card,Tiffany Moore,Brown-Harris,alexandra39@espinoza.com,428.2,28-08-2024,False,False
R883492,Card,Peggy Barber,Mays-Olson,ghansen@green.biz,66.53,21-08-2024,False,False
R478736,Card,Brandon Thompson,"Watson, Snow and Rowe",wsmith@nguyen-hill.com,87.64,05-07-2024,False,True
R18677,Card,Mark Long,Stephenson LLC,ashleyrice@singh.com,481.41,12-09-2024,False,False
R287272,Card,David Bradford,Brewer Inc,jennifercarter@cain.org,645.48,21-07-2024,False,False
R291740,Card,Timothy Davenport MD,Diaz and Sons,xfernandez@patel.com,19.36,17-08-2024,False,False
R86559,Card,Mark Watson,Koch-Mcguire,molly68@schmidt-moore.com,975.79,18-03-2024,False,False
R372486,Card,Andrew Rodriguez,"Mendoza, Austin and Stanton",mwilson@faulkner.com,530.63,11-09-2024,False,False
R825896,Card,Jonathan Arias,"Hill, Adams and Terrell",nicholas60@turner-johnson.net,526.8,07-04-2024,False,False
R724201,Card,Amy Harrison,Adkins LLC,padillajanet@mckinney.org,78.92,24-09-2024,False,False
R376287,Card,Diane Matthews,Ayers-Reynolds,norristaylor@daniels-patterson.org,145.98,31-01-2024,False,False
R205940,Card,Thomas Jones,"Nelson, Bowen and Williams",qramos@scott.com,861.44,22-05-2024,True,False
R89202,Card,Stephen Bailey,Galloway-Hobbs,hubbardmichael@thomas.com,764.82,21-09-2024,False,False
R461974,Card,Anthony Grant,"Roberts, Rivera and Martinez",blackpaula@guerrero.info,847.21,21-07-2024,False,False
R409704,Card,Teresa Austin,"Walker, Guzman and Horton",hernandezkevin@hinton.com,250.44,13-07-2024,False,False
R514827,Card,Darrell Brown,"Dickson, Dixon and Young",kristen63@mercer.com,610.4,05-04-2024,False,False
R674867,Card,Kathleen Smith,"Hutchinson, Smith and Rogers",wattsdaisy@gordon-johnson.com,953.31,07-03-2024,False,True
R658550,Card,Kimberly Ray,"Bray, Donovan and Edwards",johnsonsamantha@berry.com,687.91,03-02-2024,False,False
R332023,Card,Catherine Long,Bentley LLC,daniel44@mason-young.com,151.53,06-08-2024,False,False
R131468,Card,Corey Lawson,Maynard-Jackson,harrisonangel@reed.com,827.8,09-02-2024,True,False
R942378,Card,Cynthia Mclaughlin,King-Smith,pballard@mccoy-malone.com,898.27,06-02-2024,False,True
R476894,Card,Jessica Little,Morgan-Moore,ryanlucero@pierce.com,686.49,14-07-2024,False,True
R988758,Card,Terri Gallagher,Wright-Copeland,qfoster@howard-bennett.com,348.51,28-02-2024,False,False
R880140,Card,William Todd,"Kent, Roman and Gutierrez",michaelhenderson@crawford.com,116.37,20-08-2024,False,True
R577081,Card,Matthew Reeves,Golden-Palmer,walterhicks@sims.org,12.51,06-07-2024,True,True
R685155,Card,Robin Alexander,"Thomas, Davis and Barber",matthew27@thomas.com,277.62,09-09-2024,False,True
R709216,Card,Tracy Brennan,Mcdaniel-Gibbs,zclayton@hopkins-brewer.com,694.81,22-04-2024,False,False
R597275,Card,Kristen Moore,Woodward LLC,micheleburns@mcdonald.com,573.76,11-03-2024,False,False
R265580,Card,Joshua Jones,Garner Group,kennethbradley@macdonald-dominguez.com,360.08,06-02-2024,False,True
R77229,Card,Margaret Wright,Edwards Inc,amandaaguilar@snyder-guzman.biz,291.41,06-02-2024,False,False
R837613,Card,Diana Wright,Moss-Baker,ihartman@lawson-nichols.com,617.14,28-05-2024,False,True
R615415,Card,Brittany Turner,"Ward, Stevens and Morris",haynesmark@holder.com,224.71,05-06-2024,False,False
R366907,Card,Mrs. Katherine York MD,"Murphy, Ruiz and Christensen",angela57@lowe.com,856.21,18-05-2024,False,False
R214894,Card,Joshua Patton,Pratt Group,jimenezderrick@butler-neal.com,829.79,05-09-2024,False,False
R118150,Card,Matthew Garrett,Luna Ltd,ashley35@johnson-vaughn.com,496.7,17-05-2024,True,False
R150580,Card,Anne Harper,King-Smith,justinrios@hess.info,838.02,09-08-2024,False,False
R428339,Card,Stacy Adams,West Group,hfleming@martinez.com,927.32,23-05-2024,False,False
R96237,Card,Robert Peterson,"Mason, Nichols and Robertson",hortonjustin@delacruz.com,403.39,17-05-2024,False,False
R654841,Card,Sheryl Hess,"Powell, Klein and Gibson",burtonjames@stevens-jimenez.org,288.26,18-04-2024,False,False
R530589,Card,Derek Adams,"Shaw, Cross and Barnes",calvinyoung@hancock.biz,155.17,18-04-2024,False,False
R594810,Card,Craig Gonzales,"Christian, Carroll and Diaz",david94@smith.net,785.95,27-01-2024,False,False
R150348,Card,Jeremy Gilbert,Lowery-Curry,robert05@cisneros.com,385.51,05-05-2024,False,False
R611925,Card,Miss Denise Chavez,"Johnson, Anderson and Shaffer",jennifer87@hendrix-robinson.com,464.07,28-07-2024,False,True
R132987,Card,Denise Grimes PhD,Koch-Yoder,ricky03@scott.com,462.2,01-10-2024,False,False
R590404,Card,Omar Jacobs,Harris and Sons,lauren61@white.biz,835.02,30-04-2024,False,False
R614489,Card,Brittany Norman,Fischer-Bass,beltranlaura@bennett.net,219.98,01-02-2024,False,False
R360570,Card,William Hunt,Bates-Thomas,caguilar@greene.com,483.79,24-01-2024,False,True
R542811,Card,Patricia Mitchell,"Yang, Glenn and Farmer",brownkim@gray-simon.com,258.72,11-05-2024,True,False
R474170,Card,Rita Roberson,Barber-Stewart,garybrown@martin-saunders.com,266.29,23-09-2024,False,False
R475718,Card,Brenda Johnson,Rowland and Sons,monica72@cruz-johnson.com,238.03,01-10-2024,False,True
R23283,Card,Gary Mack,Mcfarland Ltd,heathersanchez@anderson.com,833.3,04-04-2024,False,False
R199611,Card,Bruce Guerra,Mcdonald-Dunn,lwolf@potter.net,842.57,12-09-2024,False,False
R721540,Card,Robert Olson,Harris-Cross,sgutierrez@torres.info,638.92,17-07-2024,False,True
R607594,Card,Robert Anderson,Mathews-Smith,gregoryowens@coleman-klein.info,654.26,29-01-2024,False,True
R878598,Card,Tiffany Hall,Fowler-Costa,ppayne@myers.com,391.06,11-08-2024,False,False
R276396,Card,Heather Jefferson,"Richardson, Mcdowell and Benson",cynthia39@garza.com,292.01,12-09-2024,False,False
R376540,Card,Erik Campbell,Gonzalez-Williams,ghouse@morris.info,719.76,17-09-2024,False,False
R188045,Card,Jacob Johnson,Vasquez-Jackson,nicholas43@beck-weiss.info,452.51,18-01-2024,False,False
R623935,Card,Katie Mack,Perry-Nguyen,annetteharmon@stone-paul.com,634.88,16-06-2024,True,True
R553541,Card,Gabriel Deleon,"Fisher, Garcia and Young",rebecca44@watson.info,609.81,25-08-2024,False,False
R985,Card,Mrs. Kaylee Park DDS,"Jones, Sanchez and Cervantes",brandonvaldez@day.com,76.26,26-07-2024,False,False
R815243,Card,Daniel Curtis,Gonzalez-Campbell,chavezdon@krueger.net,948.64,16-03-2024,False,False
R960056,Card,Jacqueline Parsons,"Cannon, Bryant and Duncan",lindagordon@hawkins.com,796.46,01-03-2024,False,True
R870495,Card,Evelyn Tran,"Le, Cruz and Holloway",ujohnson@collier.com,104.23,12-04-2024,False,False
R698729,Card,Vincent Barnes,Lee and Sons,stephaniejones@brown.info,295.89,21-02-2024,False,True
R709980,Card,Janice Rodriguez,Ray Inc,gonzalezmeghan@wright-snow.org,509.11,25-02-2024,False,True
R309243,Card,Howard Gomez,Baker PLC,erica09@smith-smith.com,565.25,20-01-2024,False,False
R543218,Card,Wayne Lopez,Schneider-Robles,danielfaulkner@berry.com,500.34,18-01-2024,False,False
R759020,Card,Mackenzie Mejia,Lindsey Group,carla37@meyer-marquez.com,599.05,15-02-2024,False,False
R455103,Card,James Potter,"Decker, Huffman and Morgan",rivasandrew@garcia.com,473.62,17-01-2024,False,False
R414960,Card,Michael Oneill,Hubbard-Rodriguez,lesliemiller@davis-fischer.net,436.2,29-08-2024,False,True
R918666,Card,Pamela Trujillo,"Dudley, Cross and Williams",jacob20@barry.biz,724.88,24-07-2024,False,False
R572705,Card,Cameron Luna,Ballard-Hodge,jason00@phillips.com,377.91,04-01-2024,False,False
R731453,Card,Crystal Turner,"Rogers, Brown and Foster",sherireed@blair.com,258.79,13-08-2024,False,False
R875984,Card,Scott Newton,Gonzales-Oliver,ramostroy@smith-ryan.com,95.26,05-03-2024,False,False
R923508,Card,Theresa Cross,"Turner, Walsh and Molina",danielle87@harris.com,364.71,13-07-2024,False,False
R134157,Card,Derek Mcdowell,"Villarreal, Calhoun and Vargas",espinozatamara@mckee-russell.com,18.18,14-09-2024,False,False
R239634,Card,Steven Bartlett,Bender-Little,richardjohnson@tran.org,108.18,08-03-2024,False,False
R685160,Card,Corey Farmer,"Monroe, Johnson and Cole",colemanisaac@johnson.com,887.75,29-02-2024,False,True
R765989,Card,Hannah Mccoy,Ayers PLC,velazquezderek@bell.com,102.19,18-01-2024,False,False
R295362,Card,Jordan Lynch,Cobb-Gutierrez,cartermargaret@hutchinson.com,677.04,09-02-2024,False,False
R10897,Card,James Nelson,Ryan-Lopez,trivera@garrett.org,246.29,26-01-2024,False,True
R119531,Card,Terry Lopez,"Harris, Gutierrez and Smith",ryan60@smith.net,590.28,09-04-2024,False,False
R754226,Card,Benjamin Myers,"Young, Jackson and King",kellerkatie@roy-watson.com,972.85,17-06-2024,False,False
R963470,Card,Andrew Cohen,"Mcdonald, Crawford and Watson",william32@davis.com,482.18,23-07-2024,False,False
R239985,Card,Cheyenne Richards,"Gordon, Sanchez and Pierce",phillipmcmillan@lamb.com,275.5,29-09-2024,False,False
R426676,Card,Heidi Flores,"Fowler, Ford and Russell",stephenlynch@christensen.com,409.4,18-09-2024,False,False
R805499,Card,Jennifer Miranda,"Simmons, Shepard and Lambert",garrettmichael@riley.com,980.53,09-03-2024,False,False
R670232,Card,David Martinez,Dean LLC,amberanderson@estrada.com,371.49,31-01-2024,False,False
R135547,Card,Angie Gilmore,Reeves-Lawrence,johnsonspencer@hensley-turner.com,325.8,10-04-2024,False,False
R373337,Card,Gina Harris,"Cooper, Johnson and Jones",maria86@benjamin.biz,187.94,04-02-2024,False,False
R917677,Card,Zachary Rose,"Smith, Clements and Estrada",jessicacunningham@lopez.org,752.17,14-02-2024,False,False
R207397,Card,Megan Reeves,Callahan-Green,susan54@harvey.info,619.53,21-09-2024,False,False
R533441,Card,Andrew Campos,Galvan-Fischer,thomascharles@hunt-roberts.com,822.7,17-05-2024,False,False
R83979,Card,David Avila PhD,"Pacheco, James and Perez",derrick99@lambert-mora.net,728.49,03-03-2024,False,False
R545798,Card,Leslie Wang,"Edwards, Wilson and Bradley",fbrennan@williams.com,787.48,29-01-2024,False,False
R28931,Card,Michael Calhoun,Jordan Group,craigsullivan@mullins.org,707.0,22-02-2024,False,False
R777324,Card,Paul Walsh,Ellis Ltd,jenniferdavidson@hernandez.info,515.23,15-03-2024,False,False
R449800,Card,Jason Nguyen,"Garcia, Herrera and Simmons",kentjennifer@novak.biz,897.39,07-09-2024,True,True
R490298,Card,Joshua Mills,"Reyes, Marsh and Wilson",lauralandry@ramirez-johnson.biz,697.37,29-02-2024,True,False
R247267,Card,Christopher Jones,"Andrews, Garcia and Hamilton",gabrielaenglish@hahn.org,47.86,22-07-2024,False,False
R679066,Card,Tiffany Blake,Long-Mays,fharding@floyd.net,924.0,30-09-2024,False,False
R79089,Card,Ashley Johnson,"Nelson, Collins and Norton",john59@lara-gardner.com,867.46,11-05-2024,False,False
R583532,Card,Linda Ochoa,Arellano-Stewart,ecastro@valenzuela.net,977.57,15-06-2024,False,True
R708953,Card,Danielle Smith,"Navarro, Porter and Crawford",patelgeorge@liu.com,966.43,17-04-2024,False,False
R375584,Card,Randall Rodriguez,"Adkins, Brooks and Lyons",hromero@carey.com,659.09,01-10-2024,True,False
R436661,Card,Jessica Diaz,"Lara, Jackson and Smith",yfoster@powell.com,505.16,30-06-2024,False,False
R766554,Card,Amy Erickson,"Allen, Wilkinson and Nguyen",weaverjason@wilson.com,700.98,09-03-2024,False,False
R830965,Card,Susan Jordan,Friedman-Parks,burkewanda@adams.org,655.31,26-07-2024,False,True
R143190,Card,Eric Smith,Barrett Inc,michaelthompson@ibarra.info,839.48,14-09-2024,False,False
R917977,Card,William Gould,"Parker, Lewis and Scott",sarah56@ford-hernandez.info,483.76,27-04-2024,False,False
R326583,Card,Catherine Owen,"Potter, Irwin and Evans",donovanmatthew@mullins.com,144.68,16-03-2024,False,False
R366235,Card,Bridget Brown,Bailey-King,alexandrajohnson@obrien.com,896.51,23-02-2024,False,False
R662851,Card,Amber Carr,Hawkins-Howell,sward@soto.info,55.29,27-09-2024,False,False
R646274,Card,Mark Thompson,Griffin-Meyer,cthompson@davis-harrison.org,543.39,16-02-2024,False,False
R272734,Card,Ricky Yang,Alexander-Sanchez,rking@gomez-price.com,944.3,08-06-2024,False,False
R948810,Card,Christine Patel,Conner-Hudson,glassrobin@chavez.com,481.67,26-05-2024,False,True
R515372,Card,Megan Powers,Carpenter-Shields,sanchezdarren@hays-schwartz.biz,80.98,21-07-2024,False,True
R37864,Card,Kenneth Brown,Johns-Wagner,ivanwilliams@tapia-garcia.com,94.61,19-03-2024,False,False
R845643,Card,Catherine Morgan,"Little, Jones and Rogers",leonardwise@bartlett-ho.biz,907.53,29-01-2024,False,False
R766607,Card,Brett Diaz,Mills LLC,hsmith@santiago-mendez.org,192.14,06-07-2024,False,False
R768206,Card,Matthew White DDS,Morris Ltd,melendezkenneth@kelly.com,855.88,25-01-2024,False,False
R548856,Card,Angela Nelson,"Page, Harrington and Herrera",qnewman@baker.com,21.86,22-03-2024,False,True
R86707,Card,Christy Duncan,Wilson and Sons,barbara41@paul.com,588.45,11-09-2024,False,False
R937302,Card,James Brown,"Reid, Smith and Miller",mwright@walter-ellis.info,68.11,02-02-2024,True,False
R566487,Card,Randall Anthony,Hill LLC,sandra04@collins.biz,15.29,28-08-2024,False,False
R678506,Card,Jonathan Francis,Welch-Lambert,mark18@craig.com,971.48,01-02-2024,False,False
R489034,Card,Jody Orr,"Wright, Brown and Salazar",kelleymichael@burke.com,341.56,12-01-2024,False,False
R886697,Card,Lisa Christensen,"Gill, Ford and Garcia",xlopez@harris-harris.com,783.0,22-07-2024,False,False
R834130,Card,Ray Price,Thompson Ltd,danielbrown@torres-sanchez.org,84.06,07-03-2024,False,False
R437667,Card,Joshua Vaughn,Taylor-Anderson,yjones@sanders-cox.net,224.26,12-06-2024,False,False
R849248,Card,Hannah Phillips,"Green, Daniels and Hayes",wthompson@jones.com,170.05,19-01-2024,False,False
R899167,Card,Charles Beck,"Stark, Brewer and Nicholson",reedalison@hudson.com,688.11,22-07-2024,False,False
R835938,Card,Emily Richardson,Dunlap-Cruz,lauren90@graves.com,299.13,13-09-2024,False,False
R732808,Card,Norma Hernandez,Flores Ltd,psmith@morris-brown.com,438.5,19-05-2024,False,False
R904158,Card,Melissa Mcguire,Delacruz PLC,wangryan@ramirez.com,850.85,05-02-2024,True,False
R782967,Card,Natasha Rodriguez,Murphy Group,ngriffith@oliver.biz,418.54,26-08-2024,False,False
R480062,Card,Dylan Pena,Peterson and Sons,jessicathompson@schmidt-foster.biz,258.84,07-04-2024,False,False
R446236,Card,Colleen Barnes,Turner-Gomez,uwolfe@hart.com,66.82,10-09-2024,True,False
R443617,Card,Tara Chen,"Park, Gordon and Valencia",ramirezmatthew@johnson.com,85.42,16-05-2024,False,False
R534118,Card,Desiree Ayala DDS,Blanchard PLC,barnesjoseph@ford.info,77.27,28-09-2024,False,False
R95903,Card,John Allen,Craig-Scott,john72@james.org,344.16,26-05-2024,False,False
R215379,Card,Brenda Contreras,Woodard Group,davidwatson@martin.org,356.44,24-04-2024,False,True
R870433,Card,Edward Clark,Parker-Olson,donaldbuchanan@anderson.info,795.58,30-05-2024,False,False
R606142,Card,Kimberly Carter,"Poole, Owens and Sloan",stephanie48@lewis-webb.org,598.75,19-09-2024,False,True
R689118,Card,Alisha Clark,Kelley Inc,wrightbryan@trujillo.com,842.27,23-01-2024,False,False
R321855,Card,Jamie Drake,Warren-Johnson,rlyons@randall-dyer.com,236.63,11-06-2024,False,False
R115657,Card,Nicholas Rivera,"Davis, Gill and Martinez",paulajimenez@wood-barnes.com,443.55,16-05-2024,False,False
R520214,Card,Crystal Wade,Smith Group,anna30@schultz.com,884.62,08-03-2024,False,False
R961368,Card,Alexis Bautista,"Bentley, Mays and Thomas",lewisjoseph@williams.com,920.7,29-01-2024,False,False
R78975,Card,Gabrielle Weaver,Hunt-Davidson,brian68@hunter-hall.com,712.25,28-08-2024,False,False
R559615,Card,Daniel Ruiz,Green Inc,kellycontreras@crawford.com,87.06,21-01-2024,False,False
R435141,Card,Sharon Fitzgerald,Howell PLC,reyeswendy@cole.biz,216.69,04-07-2024,False,False
R504968,Card,Sara Hamilton,"Warren, Price and Miller",gmartin@bennett.com,814.56,01-07-2024,False,False
R368791,Card,Cynthia Perkins,Navarro-Chandler,kthornton@thompson-thomas.com,666.92,08-02-2024,False,False
R518170,Card,Daniel Peterson,Johnson and Sons,schmidtconnie@zimmerman.com,20.12,18-07-2024,True,False
R428722,Card,Laura Koch,"Andrade, Larson and Dodson",zachary21@rasmussen.com,218.02,07-03-2024,False,False
R118045,Card,Andrew Williamson,Hernandez-Wallace,teresa89@holloway-mitchell.biz,166.94,03-06-2024,False,False
R694714,Card,Joseph Gallagher,Hall Ltd,longtheresa@moore-beard.com,78.53,16-01-2024,False,False
R377612,Card,Danielle Brock,Whitaker-Rodriguez,herreraerica@haynes.com,575.4,30-08-2024,False,False
R615175,Card,Sarah Mccoy,"Donovan, Combs and Williams",zball@ramos.com,613.58,11-01-2024,False,False
R723532,Card,Nathan Weber,"Burgess, Martin and Brown",ucastro@walker.com,106.12,24-07-2024,False,False
R525294,Card,Dawn Fuentes,Young LLC,ronald48@lopez.com,224.69,09-01-2024,False,False
R990873,Card,Lisa Harrison,Boyd Group,spencerpatricia@heath.biz,336.39,03-06-2024,False,False
R478015,Card,James Webb,Allen Inc,johnsonrebecca@meza-orozco.com,834.53,23-05-2024,False,False
R376836,Card,Kevin Harris,"Jensen, Tyler and Boyd",nguyenkathryn@davis-hendricks.com,912.49,08-04-2024,False,False
R910907,Card,Holly Gomez,Garcia-Elliott,donnahampton@gonzales-williams.com,293.73,15-07-2024,False,False
R773886,Card,Stephanie Matthews,"Reynolds, Sanchez and Olson",vschmidt@brown-goodwin.net,545.66,30-07-2024,False,False
R55488,Card,Michael White,Miller-Garcia,cwise@williams-rios.com,290.78,13-05-2024,False,False
R302579,Card,Michael Powell,Howard PLC,russell41@french-novak.com,917.49,02-05-2024,True,True
R862446,Card,Amanda Hess,Blackwell Group,kellyshea@wallace-taylor.com,107.6,05-01-2024,False,True
R709355,Card,Shawn Clark,Cunningham Inc,laceyfitzgerald@johnson.biz,994.05,11-07-2024,False,False
R186873,Card,Shannon Watson,Hogan Ltd,danielle31@allen-mills.net,384.58,13-04-2024,False,False
R782755,Card,Jennifer Harris,Brooks-Mccoy,michealmarshall@cline-goodwin.com,253.8,03-07-2024,True,True
R980742,Card,Mark Harmon,Norris Group,dsantana@hull-larson.net,194.7,28-05-2024,False,False
R866000,Card,Crystal Wallace,Cain Group,mwilliams@navarro-reed.info,320.72,31-08-2024,False,True
R662863,Card,Raymond Frost,Atkinson-Wilson,danielle11@mcdonald.com,42.14,03-08-2024,False,False
R547537,Card,Christopher Gonzalez,"Watkins, Serrano and Hayes",fclark@bell.com,904.94,03-06-2024,False,False
