receipt_number,transaction_type,client_name,vendor_name,vendor_email,amount,date,is_exception,is_paper
R602869,Cheque,Fernando Dennis,Hart-Hines,cristinathomas@griffith-davis.com,146.22,2024-08-25,False,False
R541070,Card,Brent Oconnor,Murphy-Burns,matthewsdaniel@nguyen.com,338.88,2024-07-11,False,False
R256078,Cheque,Derrick Hill,"Li, Hampton and Mata",chapmanalan@marshall.org,877.15,2024-09-02,True,False
R434162,Card,Derrick Reilly,Davis Group,williamromero@cox-thompson.com,484.89,2024-06-16,False,True
R694803,Cheque,Steven Henry,Nunez PLC,michaelblake@reese.com,552.16,2024-03-09,False,False
R310905,Cheque,Scott Moore,Haas Group,dmoreno@davis.com,226.15,2024-02-03,False,False
R61203,Cheque,Mr. Wayne Smith,"Cook, Graves and Dunlap",wheelerchristine@williams.com,482.8,2024-07-18,False,False
R45978,Card,Ricky Nichols,Morris Group,murphychristopher@brown.com,349.07,2024-04-06,False,False
R585711,Card,Paul Sanchez,Evans and Sons,robertflynn@moore-jones.org,798.37,2024-07-24,True,False
R86435,Card,Robert Allen,Lambert Ltd,adkinsjennifer@johnson.com,528.49,2024-06-26,False,False
R136094,Card,Benjamin Ware,"West, Bush and Short",jason58@miles.com,401.26,2024-07-28,False,True
R929905,Card,Cody Kelley,Hunt Inc,david32@johnson.com,627.93,2024-04-16,False,False
R543324,Card,Michael Alexander,"Lopez, Smith and Nicholson",chapmanwillie@kennedy-howard.com,728.61,2024-09-20,False,True
R399263,Card,Kevin Williams,Harrison Group,briggsbrad@watkins.com,468.45,2024-06-25,False,False
R112720,Cheque,Michelle Stone,Murillo PLC,samantha85@roberts-romero.com,845.95,2024-04-01,False,False
R901490,Card,Jonathan Browning,Evans-Jackson,mgarcia@santiago.com,801.52,2024-09-01,False,False
R110886,Card,Lisa Coleman,Mccoy PLC,allisonthompson@casey-miller.com,338.14,2024-02-04,False,False
R904709,Cheque,Jennifer Jimenez,Coleman-Duffy,jasonellison@cunningham.com,396.12,2024-01-28,False,False
R66878,Cheque,Randall Hunter,Miller PLC,angelagutierrez@sharp.com,786.12,2024-03-12,True,False
R992013,Card,Kevin Singh,Davis Inc,joshuanewton@perez.com,581.02,2024-07-24,False,False
R451819,Card,Dakota Logan,Porter LLC,shawn08@ramirez-walsh.info,747.57,2024-06-21,True,False
R880015,Cheque,Chad Mcdonald,Harvey LLC,jwalker@mahoney.com,536.93,2024-08-26,False,False
R704146,Card,Kaylee Williams,"Cohen, Cruz and Gray",smithsandra@roman.com,108.85,2024-05-06,False,False
R745566,Card,Brian Ferguson,Perry Inc,phillipsrobert@perez.com,376.56,2024-02-02,False,False
R130977,Card,Katrina Moore,"Petersen, Turner and Patrick",eadams@hughes.org,571.75,2024-02-19,False,False
R193419,Cheque,Nicole Franco,Jones Group,xhorne@wells.org,316.68,2024-09-18,False,False
R849911,Card,Jamie Jackson,Adams-Reyes,pittmanneil@thomas.info,849.76,2024-02-16,False,False
R725949,Cheque,Timothy Henderson,"Murphy, Hess and Roberts",thompsonbrian@bradshaw.org,70.69,2024-06-30,False,False
R356736,Card,Dr. Maurice Campbell,Mercado-Cline,moorealyssa@goodman.com,146.97,2024-05-25,False,False
R381878,Card,Michael Hahn,Simpson-Rodriguez,edwardschristopher@carter-bennett.info,685.76,2024-06-06,False,False
R605492,Cheque,Maria Suarez,"Wise, Davis and Reed",wagnercynthia@cain.com,725.59,2024-07-09,False,True
R130623,Cheque,Holly Graham DDS,Harrison-Waller,kendra66@mitchell.com,64.94,2024-05-29,False,False
R141940,Card,Erin Wilson,Hill-Jefferson,webertiffany@terry-reyes.net,822.0,2024-09-17,False,False
R417749,Card,James Mckenzie,Walker-Hernandez,kelleysonya@lopez.com,136.51,2024-09-28,False,True
R321763,Card,Amanda Reyes,"Cook, Robinson and Vega",francosteven@martin.com,779.93,2024-02-07,False,False
R799837,Card,Michael Mccann,"Murray, Hall and Ware",vlarsen@martinez.net,352.49,2024-08-22,False,True
R136724,Cheque,Paul Martinez,"Wright, Holloway and Wilson",simscatherine@williams.com,27.88,2024-02-12,False,True
R339936,Cheque,Brandon Daniels,"Martin, Smith and Myers",arnoldmelissa@cooper-king.com,139.94,2024-04-30,False,False
R207130,Card,Dr. Jennifer Turner,Martinez Group,steven82@snyder-reed.org,247.51,2024-09-28,False,False
R553015,Card,Angela Henderson,Martin PLC,donaldhicks@osborne-castaneda.org,527.25,2024-06-21,False,False
R729767,Cheque,Melanie Frazier,Meyer-Walters,justingonzalez@solomon-king.com,387.53,2024-06-18,False,False
R14871,Card,Hayley Randall,"Zamora, Andrews and Miles",sherry23@silva.com,513.84,2024-02-03,False,False
R431570,Card,Mr. Thomas May PhD,Thompson-Stanley,kimberly37@hansen.com,676.47,2024-09-02,False,True
R152363,Cheque,Mark Neal,"Fisher, Diaz and Brown",jessicadoyle@mendoza-wood.info,916.41,2024-09-12,False,False
R605661,Cheque,Deanna Park,"Hall, Calderon and Love",danielrobinson@peters.com,922.76,2024-08-23,False,True
R564430,Cheque,Thomas Hicks,Weaver-Hudson,adeleon@williams.net,731.59,2024-09-12,False,False
R484344,Cheque,Erik Richardson PhD,"Hernandez, Johnson and Wilson",deborah86@malone.org,739.45,2024-01-21,False,True
R866634,Card,Chelsey Davies,"Stone, Bailey and Jackson",lbaker@kennedy.com,638.97,2024-03-20,False,False
R963336,Card,Christy Oconnor,"Cobb, Green and Carroll",kevin31@howard-davis.com,832.98,2024-07-21,False,False
R17026,Card,Joseph Galvan,Anderson-Maddox,seanunderwood@fitzpatrick.com,11.99,2024-06-09,False,False
R388369,Card,Christopher Gilbert,"Hart, Douglas and Mills",butlerkristin@pratt-chavez.info,508.61,2024-06-21,False,False
R99615,Card,Edward Barnes,Leon-Castro,brooksmark@marquez.com,340.13,2024-01-29,False,False
R374332,Card,Brooke Martinez,Hall Group,annecox@mcdonald.net,453.47,2024-07-09,False,False
R897332,Card,Drew Meyers,Evans-Sanchez,adiaz@morris-rose.com,800.25,2024-09-22,False,True
R544989,Card,Stephanie Garner,Patterson-Rivera,fitzgeraldfrank@molina-moses.net,722.4,2024-05-12,False,False
R933113,Card,Jenna Barrera,Ryan Ltd,susan00@wood.com,906.84,2024-01-07,False,False
R288151,Card,Alyssa Anderson,"Garcia, Khan and Wilson",bpittman@allen.info,581.01,2024-05-15,False,True
R871420,Card,Yesenia Garcia,Gibbs-Moon,timothy42@lane-shea.com,475.4,2024-04-10,False,False
R450795,Card,Larry Walls,Stewart-Greene,hernandezlaurie@allen-shaffer.net,365.76,2024-04-11,False,True
R793210,Cheque,Amy Richards,Fox Inc,robert79@smith.com,249.63,2024-05-14,False,False
R739192,Card,Stephen Taylor,Harvey-Glenn,monica87@jones.org,508.31,2024-06-22,False,False
R917230,Cheque,Eric Fuentes,Harrison-Chavez,umartinez@booker-white.net,753.26,2024-05-08,False,False
R809788,Cheque,Allen Hernandez,"Howard, Martin and Guerrero",floresjoshua@diaz.biz,849.76,2024-08-20,False,False
R504492,Cheque,Michael Williams,"Bailey, Williams and Page",alisonfitzgerald@gardner-torres.com,624.69,2024-01-29,False,False
R152122,Card,Cesar Tanner,"Davis, Maxwell and Young",levinedarryl@baker.info,983.4,2024-09-04,False,True
R846963,Card,Ashley Avery,"Galloway, Cooper and Fox",jamessmith@keller.biz,411.08,2024-09-09,False,False
R472152,Card,Becky White,"Pearson, Horton and Horn",fernandophelps@hunter-lewis.com,833.9,2024-09-29,False,True
R175768,Card,Mrs. Jane Johnson,Sanchez-Ball,carrillobrandon@hughes.biz,658.99,2024-09-23,False,False
R706671,Cheque,Donna Fleming,Decker-Manning,apittman@roberson.biz,49.53,2024-07-24,False,False
R99517,Card,Charles Norton,Brady-Taylor,bsmith@holt-guzman.com,617.8,2024-03-17,False,False
R367345,Cheque,Hannah Bird,"Frank, Sullivan and Miller",ericwright@owens-parker.com,322.1,2024-07-29,False,False
R538564,Card,Sean Sanchez,Mitchell-Wright,alexandrasoto@beasley.info,472.68,2024-04-29,False,False
R967240,Card,Deanna Walker,French-Hebert,davidedwards@strong.com,999.2,2024-09-11,False,False
R282642,Cheque,Chad Massey,Bass-Huerta,smartin@byrd.com,326.1,2024-08-24,True,False
R842543,Card,Amanda Hutchinson,Taylor-Reilly,chadschwartz@obrien-johnson.com,75.45,2024-07-15,False,True
R295530,Cheque,Jennifer Berg,"Bailey, Ward and Richards",andersonemily@arnold-mcclain.com,124.26,2024-07-07,True,False
R830453,Card,Matthew Henderson,Campbell LLC,sandra89@taylor-meyer.com,935.86,2024-05-22,False,False
R872297,Card,Mitchell Schultz,"Gay, Tran and Kidd",woodrichard@dean.com,101.52,2024-04-09,False,False
R128203,Cheque,Dennis Tyler,Torres-Ford,tuckernicholas@gardner.info,329.54,2024-08-17,False,False
R629360,Cheque,Joshua Sanford,"Williams, Johnson and Estrada",munozphilip@davies.biz,346.28,2024-09-14,False,False
R259060,Cheque,Shane Olson,Wheeler-Velez,kathybutler@smith.biz,843.63,2024-04-16,False,True
R371002,Card,Nicholas Brown,Meadows Ltd,michaelsmith@allen.info,455.43,2024-04-27,False,False
R623361,Card,Jim Baker,"Hanson, Johnson and Welch",lucasaaron@tran.org,566.94,2024-07-06,False,False
R201,Cheque,Monica Ward,"Zamora, Martinez and Hopkins",michaelgordon@murphy.com,808.8,2024-02-08,False,False
R501047,Card,Jonathan Rogers,"King, Shepherd and Allen",robertvega@morse.org,67.32,2024-02-03,False,False
R310992,Card,Carlos Snyder,"Holloway, Gomez and Barnes",rchavez@kennedy.com,414.7,2024-09-22,False,False
R779348,Card,Jordan Bruce,Moore-Cruz,xmoreno@reyes-duncan.org,616.47,2024-06-30,False,False
R210424,Cheque,Kimberly Lewis,Alvarez Group,robertjackson@buckley-grant.biz,918.48,2024-03-30,False,False
R205602,Cheque,Kathleen Wilkins,Molina-Richard,vcarr@adkins.com,797.45,2024-02-04,False,False
R144412,Card,Susan Anderson,Patterson PLC,jesseedwards@daugherty.info,35.35,2024-09-24,False,False
R966656,Card,James Leon,"Johnson, Williams and Simmons",jill00@pope.com,884.33,2024-06-02,False,False
R325932,Card,James Jordan,Jackson Inc,cherylrhodes@fuller.com,896.86,2024-07-07,True,False
R310585,Cheque,Hannah Bennett,Elliott-Rodriguez,oosborne@johnson-davis.com,185.92,2024-06-18,False,False
R737421,Cheque,Susan Levy,"Owens, Fernandez and Russell",brian36@norton.com,424.18,2024-04-02,False,False
R658778,Card,James Kim,"Campos, Perry and Diaz",christiandeborah@brown.com,321.68,2024-05-17,False,True
R773024,Card,Brittany Williams,"Cole, Davis and Williams",anna05@morgan.info,431.12,2024-08-20,False,False
R411087,Card,Danny Cox,Velasquez-Flynn,moraleskathryn@ramos.com,566.92,2024-06-15,False,False
R656317,Cheque,Hailey Tanner,Williams PLC,shannon13@mccoy.org,125.91,2024-07-19,False,False
R645585,Card,Jeremy Bailey,Jones-Hernandez,ryan92@hebert-andrews.com,699.8,2024-06-15,False,False
R996880,Cheque,Daniel May,Parks-Strong,perezcynthia@crawford.info,902.47,2024-01-27,False,False
R797741,Cheque,Jeffrey Wilson,"Leon, Lee and Phillips",jeanetteferguson@reyes.com,657.27,2024-05-13,False,False
R876998,Cheque,Meagan Harris,Johnson PLC,shawnsmith@thompson.com,354.75,2024-09-29,False,False
R945018,Cheque,Danny Smith,"Roberts, Gonzalez and Lucas",davisstacey@reeves.net,292.74,2024-08-16,False,False
R151774,Cheque,Richard Matthews,"Herrera, Wood and Nicholson",johnsondavid@parrish-sandoval.com,787.58,2024-08-20,False,True
R272798,Cheque,Colleen Bishop,Johnson-Simmons,burnssara@hale-cox.info,613.44,2024-07-05,False,True
R774741,Cheque,Christie Huffman,"Flores, Wheeler and Fernandez",tyler54@smith.com,218.47,2024-05-07,False,False
R629858,Cheque,Kyle Morris,Jones-King,kelly60@hernandez.com,106.81,2024-08-30,False,False
R225264,Card,Leslie Haynes,Valdez-Wilson,amy43@guzman.biz,70.49,2024-09-27,False,False
R171990,Cheque,Cathy Johnston,Miller-Palmer,wonganthony@lopez-porter.com,458.59,2024-08-13,False,False
R671110,Card,Joe Sanchez,"Shea, Welch and Day",courtneycervantes@king-woods.com,165.46,2024-03-08,False,True
R895824,Cheque,Rebekah Walsh,Thornton-Garcia,spencer15@pierce.org,16.74,2024-03-06,False,False
R102742,Cheque,Jesse Hammond,"Roberts, Cobb and Bryant",michael15@pratt-alvarado.com,935.37,2024-07-13,False,False
R870783,Card,Nicholas Rogers,"Flores, Williams and Morgan",kylehill@mason.com,31.41,2024-04-28,False,False
R474363,Card,Kathy Miller,"Clarke, Small and Manning",sharon77@snyder-jordan.com,754.13,2024-08-03,True,False
R641565,Cheque,Patty Wagner,Robles-Reed,jwright@woodard.com,480.35,2024-01-28,False,False
R420380,Card,Judith Byrd,Henderson and Sons,hardyanna@martinez.com,644.39,2024-07-25,False,False
R289067,Cheque,Jermaine Wagner,Martinez Inc,holderwhitney@sanchez-johnson.info,883.32,2024-04-20,False,False
R622345,Card,Christopher Strickland,Fischer-Gamble,lgarza@hickman.com,954.81,2024-01-30,False,False
R955146,Cheque,Janet Hart,Zhang-Vaughn,martinezpeter@palmer.org,38.45,2024-04-29,False,True
R291372,Cheque,Brian Lopez,"Miller, Kane and Carter",yatkinson@kelly-jensen.com,136.93,2024-02-04,False,False
R587360,Cheque,Kevin Cantrell,"Ferguson, Roberts and Adams",wallerbrad@lopez-rogers.com,792.21,2024-09-25,False,False
R806942,Cheque,Alex Adams,Hernandez-Hernandez,michaelorozco@martin.net,474.4,2024-01-09,False,False
R12640,Cheque,Stephanie White,Brown Group,christinafritz@nelson-norris.com,875.78,2024-07-16,False,True
R828939,Cheque,Michael Lucas,Hill-Williams,tararasmussen@bradley.com,52.93,2024-01-29,False,False
R439982,Card,John Coleman,Figueroa-Wilcox,kwall@crawford.com,397.61,2024-08-28,False,False
R547475,Cheque,Calvin Parker,Greene-Farmer,davidfoster@espinoza.com,738.78,2024-07-16,False,True
R219191,Cheque,Andrea Oconnell,Fitzpatrick-Gonzalez,rubenyoung@howe.info,517.17,2024-07-24,False,False
R156117,Cheque,Scott Thompson,"Terry, Gaines and Jones",farmercharlene@guzman-watts.info,95.67,2024-01-14,False,True
R809956,Card,Brandy Rodriguez,Love-Mcgee,ryanlogan@daniels.com,22.82,2024-03-05,True,False
R339578,Card,Cameron Wong,Ayers Inc,dfreeman@park.com,834.35,2024-07-05,False,False
R370210,Cheque,Cassidy Phillips,Lopez Group,bautistasuzanne@lynch.com,199.69,2024-08-31,False,False
R938644,Cheque,Heather Riggs,Castillo-Conley,ihenderson@gregory.com,355.08,2024-06-09,True,True
R43095,Cheque,Taylor Cox,Smith-Alvarado,burnscheryl@reeves.com,464.4,2024-02-07,False,False
R810496,Card,Jacob Austin,"Evans, Byrd and Rodriguez",katrinafleming@hester.com,519.28,2024-05-22,False,True
R759224,Card,Danielle Sweeney,Hill Ltd,emilytorres@berg.com,682.43,2024-07-10,False,True
R416709,Card,Christopher Mcneil,"Rivera, Spence and Herman",vallen@ball.net,636.54,2024-01-09,True,False
R377697,Cheque,Sabrina Lewis,"Knight, Allen and Barrett",yluna@pearson-bryan.org,879.2,2024-04-10,False,False
R382286,Cheque,Tommy Burton,Jimenez Inc,leslie31@miles.com,990.57,2024-01-17,False,False
R73536,Cheque,Jonathan Walsh,Giles and Sons,imclean@hopkins.com,470.0,2024-06-23,False,False
R962127,Cheque,Juan White,Jones and Sons,josephingram@brown-price.biz,702.06,2024-03-06,False,True
R260149,Card,James Anderson,"Chen, Campos and Lamb",hannah10@maldonado-franklin.com,779.29,2024-08-03,False,False
R454836,Card,Alejandro Price,Fuentes PLC,aguilarjennifer@english.com,247.79,2024-03-14,True,False
R961615,Cheque,Steven Carlson DVM,"Jensen, Franco and Welch",kathryn75@bullock.org,912.74,2024-05-27,False,False
R777936,Card,Jessica Reed,"Clarke, Wall and Lawson",epayne@hayden-mendez.com,474.52,2024-09-27,False,False
R165791,Card,Colleen Solis,Castillo and Sons,darlene77@ortega.net,393.42,2024-07-01,False,False
R260202,Card,Caroline Bartlett,"Rivera, Terry and Campbell",rickytran@taylor.biz,190.3,2024-07-30,False,False
R327515,Cheque,Michael Moore,Villanueva Ltd,leslie94@lutz-roberts.org,581.4,2024-08-24,False,True
R423799,Card,Brianna Mejia,Hensley LLC,rebecca46@bautista.com,112.17,2024-04-23,True,False
R811616,Card,John Conway,Castaneda-Schaefer,ysmith@sullivan.info,598.61,2024-07-24,False,False
R503843,Cheque,Jeremy Wright,Sutton Group,juliablackburn@jensen-white.com,728.77,2024-06-27,False,True
R769086,Cheque,Andrew Johnson,White Ltd,hconrad@robinson-foster.com,702.96,2024-02-20,True,False
R386542,Cheque,James Wright,"Jacobs, Mcneil and Martinez",nicholas34@mcdonald.com,361.5,2024-06-07,False,False
R553820,Cheque,Jessica Simpson,Johns Ltd,amystephenson@carroll.net,705.74,2024-05-10,False,False
R216734,Cheque,Eric Taylor,Mitchell-Powell,wgonzales@willis.com,666.01,2024-03-15,False,False
R299116,Cheque,David Wyatt DVM,Lowery-Donovan,tescobar@simmons-chung.com,312.64,2024-06-18,False,False
R586305,Cheque,Michelle Nelson,Hernandez Inc,pcabrera@benton-larsen.biz,14.35,2024-02-21,False,False
R478740,Cheque,Melissa Johnson,Salazar LLC,kathywilliams@keller.com,739.48,2024-06-23,False,False
R812518,Cheque,Debbie Figueroa,"Hall, Johnson and Carter",ohoover@weaver.info,903.84,2024-08-25,True,False
R26261,Card,Amy Jackson,Kim Inc,dmunoz@porter.com,555.68,2024-01-22,False,True
R167752,Cheque,Jonathan Proctor,Wilson Inc,christophersmith@coleman.biz,967.93,2024-04-09,False,False
R758064,Card,Sophia Duncan,"Costa, Graham and Garrison",natalie39@trevino.net,763.87,2024-03-04,False,False
R898366,Card,Aaron Kirby,Watson Inc,ysoto@todd.com,84.38,2024-03-03,False,False
R658621,Cheque,Sydney Keith,Lewis-Medina,jeremy57@garza.org,210.37,2024-03-16,False,False
R232301,Cheque,Richard Hill,"Young, Henderson and Guerra",julie94@white.biz,817.45,2024-04-07,False,False
R278976,Card,Robert Garcia,"Frank, Davenport and Edwards",todd28@anderson-terry.org,146.2,2024-01-05,False,False
R575259,Cheque,Mark Reeves,"Johnson, Rogers and Maynard",brownashley@mullins.biz,236.12,2024-03-10,False,False
R832530,Card,Kathleen Boyd,Gray-Acosta,victoriavelez@rios.com,846.1,2024-09-20,False,False
R754259,Card,Michael Saunders,Jacobson-Thomas,aewing@reed.net,149.13,2024-03-04,False,False
R788486,Card,Christopher King,Brown-White,fjones@valdez.org,235.57,2024-08-11,False,False
R412111,Card,Richard Allen Jr.,Lopez-Wagner,mitchell83@brady.com,491.87,2024-07-22,False,False
R988558,Card,Edward Perez,Roberts and Sons,juliemurphy@brown-thomas.com,191.52,2024-08-15,False,False
R215323,Cheque,Devin Myers,"Chambers, Fields and West",erin75@jones.com,80.34,2024-05-21,False,False
R652719,Card,Sean Douglas,Gonzalez PLC,benjaminjones@wade.info,44.0,2024-06-14,False,True
R60287,Card,Jessica Walls,Hernandez-White,sarah34@george.net,406.3,2024-02-21,False,False
R813735,Card,Stephanie Dunn,"Eaton, Espinoza and Pearson",emily38@bishop.org,928.15,2024-02-07,False,False
R769182,Card,Julia Moyer,Stewart-Fischer,lopezalexander@flores.org,38.61,2024-10-03,False,True
R323098,Cheque,Sean Blevins,"Morris, Moody and Dyer",chapmancaitlin@williams.com,561.91,2024-04-27,True,False
R665062,Card,Jill Howe,Santos LLC,lisawilliams@miller.info,774.61,2024-05-19,True,False
R655244,Card,Ian Roberts,Robinson and Sons,rhondavalencia@bailey-spencer.com,673.35,2024-08-04,False,False
R364636,Card,Terry Cook,Carlson-Harris,rodriguezmary@martin.org,243.41,2024-01-21,False,True
R113578,Card,Bobby Santos,Freeman and Sons,dwebster@stephenson-pena.com,688.02,2024-07-11,False,False
R725110,Cheque,Angela Greer DVM,Collins PLC,hgalloway@booth.info,563.14,2024-03-31,False,True
R961006,Cheque,Andrew Mcdaniel,Martin Ltd,michael13@moore.net,325.62,2024-06-18,False,True
R435491,Cheque,Seth Williams,Barker LLC,richardcollins@williams.com,843.23,2024-06-12,False,False
R507141,Cheque,Amanda Bell,"Wolf, Rush and Wu",cynthia42@crawford.com,407.69,2024-08-17,False,False
R340403,Cheque,Lisa Brown,"Wilson, Mccall and Dennis",annettestone@trevino-russell.com,77.76,2024-02-19,False,False
R466172,Cheque,Angela Brown,Russell LLC,ljones@nguyen.com,435.97,2024-03-02,False,False
R743316,Cheque,Jason Norman,Williams-Gomez,thomasali@shaw.net,868.61,2024-07-28,False,False
R58425,Cheque,Russell Gonzalez,Adams PLC,erobinson@arnold-brown.biz,967.65,2024-02-20,False,False
R380513,Cheque,Leslie Smith,Henderson-Patterson,marycraig@rose-solomon.com,301.83,2024-06-30,False,True
R563319,Card,Carrie Reynolds,Briggs-Chavez,xsnyder@obrien-harmon.biz,704.84,2024-03-30,False,False
R127047,Cheque,Caleb Anderson,Banks-Miller,kwatson@clark.net,528.61,2024-08-20,True,False
R602496,Card,Samantha Casey,Cox-Oliver,brucegarcia@johnson.info,920.12,2024-04-08,False,True
R966929,Card,Joshua Ford,Thompson-Johnson,jody61@gates.com,559.24,2024-06-23,False,False
R857171,Card,Nancy Hernandez,Davenport Group,lbrewer@mccormick-randall.com,977.83,2024-08-06,False,True
R414717,Card,Michael Wilson,Knight-Chase,vwood@walker-matthews.com,643.7,2024-08-29,False,False
R671949,Cheque,Jonathan Fitzgerald,Rollins and Sons,ahawkins@rodriguez.com,549.83,2024-03-07,False,False
R758062,Card,Taylor Smith,"Sandoval, Ryan and Watson",jessicaryan@jenkins.net,257.82,2024-03-11,False,False
R900992,Cheque,Linda Garcia,"Sanchez, Johns and Calderon",kristasharp@wheeler.org,632.26,2024-05-30,False,False
R448976,Card,Abigail Kelley,"Brown, Thompson and Murillo",qwong@alvarez.com,314.46,2024-03-07,False,False
R250306,Card,Christopher Kim,Mitchell-Jackson,hbishop@anderson-johnson.com,382.98,2024-02-24,False,False
R314983,Cheque,Kenneth Gibbs,Wiley-Tate,cjackson@owens-henson.net,710.81,2024-03-28,False,False
R980377,Card,Kelly Johnson,"Allen, Hicks and Pierce",wadkins@collins.info,157.58,2024-05-27,False,False
R170603,Cheque,Marcus Torres,Mccoy Ltd,fhall@ayers-snyder.biz,134.5,2024-09-12,False,False
R664214,Card,Michael Yoder,Garcia-Davidson,melissapeterson@lee.com,688.0,2024-01-11,False,False
R144962,Card,Amy Freeman,"Trujillo, Torres and Gomez",vconrad@daniels-hoover.biz,499.1,2024-02-19,False,False
R568131,Card,Margaret Contreras,Cabrera-Sanchez,zlawson@lloyd-hernandez.net,548.18,2024-05-16,False,False
R656609,Cheque,Shannon Carlson,Neal-Leblanc,lisavaughn@wilson.com,878.46,2024-05-14,False,False
R462399,Card,Carolyn Vaughan,Bennett LLC,whitemichael@ramsey.info,337.49,2024-03-25,True,False
R570632,Card,Matthew Schmidt,Walton-Brown,rebeccathompson@morrison-valenzuela.com,658.96,2024-03-24,False,True
R725649,Cheque,Diana Morton,Black Group,emilyhernandez@vaughan.com,592.36,2024-08-07,False,False
R985530,Card,Anna Sanchez,Watkins-Brown,jessicajackson@rice.com,478.11,2024-03-02,False,True
R512916,Cheque,Ashley Hayes,Gilbert-Mcgrath,thompsonrachel@klein-welch.com,313.44,2024-08-26,False,False
R248427,Cheque,Cynthia Bowers,Blair-Gardner,chapmanjoseph@anderson.net,264.7,2024-08-11,False,False
R226480,Card,Jody Medina,Stewart-Gibbs,stewartkenneth@anderson-gonzalez.com,142.35,2024-01-29,False,False
R565905,Cheque,Francisco Stephens,"Jones, Howard and Thomas",stevensjames@tyler.com,619.16,2024-08-01,False,False
R775671,Card,Crystal Mcbride,"Ponce, Sharp and Cline",ahudson@odom.com,273.42,2024-03-03,False,True
R458072,Card,Cynthia Roberts,Clark-Hansen,bobbycollins@dominguez.com,331.36,2024-07-10,False,False
R511724,Card,Glenda Christensen,"Gilbert, Martinez and Thomas",luis08@hernandez.biz,861.21,2024-09-02,False,False
R999225,Card,Caitlin Stephens,Martinez-Hayden,caitlin64@fisher.biz,344.61,2024-04-19,False,True
R426135,Cheque,Ashley Smith,"Fletcher, Fisher and Guerra",hayesfrancis@collins.com,718.86,2024-01-16,False,False
R556266,Cheque,Earl Woodard,"Collins, Hamilton and Pace",tammy62@underwood.info,260.19,2024-04-12,False,False
R475136,Cheque,Sheena Reynolds,Rush PLC,dbrown@mcdonald.com,315.15,2024-04-18,False,False
R766036,Cheque,Andrew Sloan,"Salazar, Thomas and Simmons",gordonanne@zimmerman-campbell.com,483.48,2024-08-04,False,False
R77353,Card,Alicia Zavala,Brock Inc,abigailmoore@rogers.com,507.86,2024-08-07,False,False
R832053,Card,Sheri Smith,Wells Inc,margaretjohnson@evans.com,365.43,2024-09-09,False,False
R412280,Cheque,Perry Perkins,"Townsend, Berry and Chang",jacobrodriguez@west-cooley.org,55.72,2024-02-10,False,True
R121822,Card,Olivia Adams,"Meyers, Morrison and Sandoval",wmacdonald@fox-allen.com,144.43,2024-08-30,False,True
R66993,Card,Robert Johnson,"Graham, Payne and Dixon",danaholden@bradford-hunt.org,182.3,2024-01-28,False,False
R859397,Card,Rodney Thomas,King-Melendez,chadmiller@rojas-lee.com,778.57,2024-04-02,False,True
R639615,Card,Danny Garcia,"Mcdaniel, Thomas and Hill",mackenzie36@riddle.com,763.79,2024-02-11,False,False
R822684,Cheque,Harold Dalton,Martin LLC,wilsonjennifer@peters-baker.info,360.92,2024-02-02,False,False
R411225,Cheque,Amber Hall,Rivera-West,michael56@gray.org,799.94,2024-08-08,True,False
R260615,Card,Marisa Brady,Greene PLC,jeromemendez@williams-hill.biz,565.29,2024-02-01,False,False
R687192,Card,Deborah Steele,Garcia-Ross,mfox@mayer.org,319.75,2024-02-22,False,False
R557837,Cheque,Curtis Levy,Pena and Sons,zachary60@moore.com,527.9,2024-03-18,False,True
R887291,Cheque,Steven Schneider,"Bowen, Nelson and Martinez",rileymarvin@cook.com,482.97,2024-04-25,True,False
R886081,Card,Ryan Murphy,Stewart-Nguyen,ylambert@griffith-taylor.com,58.09,2024-08-04,True,False
R22948,Cheque,Rachel Sullivan,Davis LLC,anitaowens@smith.biz,28.17,2024-02-25,False,False
R396866,Card,Bonnie Simmons,Carter-Smith,patrick36@mendoza-webb.com,700.6,2024-06-27,False,False
R146606,Card,Shane Herrera,Munoz Inc,odonaldson@fisher.com,658.27,2024-09-09,False,False
R577134,Card,Douglas Montgomery,Navarro-Jackson,ian34@brown-frazier.com,281.55,2024-02-21,False,False
R94722,Cheque,Steven Le,"Perez, Day and Hall",jennifermorrison@wolf.com,463.53,2024-06-23,False,False
R61574,Card,Michael Mcclure,"Flowers, Ball and Moore",williamsdouglas@hardin.biz,235.46,2024-04-27,False,False
R565921,Card,Michael Meza,"Barnes, Brewer and Franklin",doriscochran@norman-hoffman.com,687.39,2024-07-08,True,False
R540242,Card,Crystal Grant,Esparza-Love,brianbaker@reynolds-horton.info,922.66,2024-06-12,False,False
R885259,Cheque,Randall Cameron,"Moon, Reed and Hester",mikegill@daniels.com,533.67,2024-05-16,False,False
R81847,Card,Cheryl Campos,"Dunlap, Dennis and Harper",qlane@bell.com,463.16,2024-03-23,False,False
R155476,Card,Jeffrey Cooper,"Wood, Vasquez and Butler",srowland@joseph.org,699.73,2024-08-24,True,True
R344165,Card,Anthony Gay,"Simmons, Kirby and Rice",zstewart@velasquez.com,70.47,2024-06-07,False,False
R972982,Cheque,Scott Figueroa,Anderson-Price,maxwellalexis@thompson.com,833.17,2024-01-20,False,False
R286389,Card,Tina Cooper,Davis LLC,herbert21@patterson-boyd.org,656.58,2024-06-26,False,True
